Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Code
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingAllianceColourBlueCheckBox_CheckedChanged(object, EventArgs) : void",73,2,,3,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingAllianceColourRedCheckBox_CheckedChanged(object, EventArgs) : void",73,2,,3,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingDriverRatingButton1_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingDriverRatingButton2_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingDriverRatingButton3_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingDriverRatingButton4_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingFieldPictureBox_MouseClick(object, MouseEventArgs) : void",73,2,,1,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingFieldPictureBox_Paint(object, PaintEventArgs) : void",77,2,,4,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingFieldTypeSelectorComboBox_SelectedIndexChanged(object, EventArgs) : void",100,1,,1,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingStacksSubmitButton_Click(object, EventArgs) : void",64,1,,8,8
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"scoutingSubmitButton_Click(object, EventArgs) : void",43,4,,26,26
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"teamInformationWebsiteLinkLabel_LinkClicked(object, LinkLabelLinkClickedEventArgs) : void",71,2,,6,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_GTR_East,"teamSelector_SelectedIndexChanged(object, EventArgs) : void",39,7,,30,42
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI, ,30,107,7,113,3748
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,Dispose(bool) : void,82,3,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"gameManualToolStripMenuItem_Click(object, EventArgs) : void",78,1,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,GetNumberOfPitEntriesForATeam(int) : int,57,3,,9,14
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,InitializeComponent() : void,0,1,,59,3170
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"matchBreakdownFieldTypeComboBox_SelectedIndexChanged(object, EventArgs) : void",68,4,,6,7
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"matchBreakdownMatchList_SelectedIndexChanged(object, EventArgs) : void",43,2,,10,31
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"matchScoutingDataToolStripMenuItem_Click(object, EventArgs) : void",49,6,,17,17
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"matchScoutingDataToolStripMenuItem_Click_1(object, EventArgs) : void",49,6,,17,17
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingDataToolStripMenuItem_Click_1(object, EventArgs) : void",38,10,,19,53
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingEditorFrontPictureFileSelectorButton_Click(object, EventArgs) : void",68,2,,7,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingEditorOtherPictureFileSelectorButton_Click(object, EventArgs) : void",68,2,,7,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingEditorSideIsometricPictureFileSelectorButton_Click(object, EventArgs) : void",68,2,,7,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingEditorSidePictureFileSelectorButton_Click(object, EventArgs) : void",68,2,,7,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingEditorSubmitButton_Click(object, EventArgs) : void",29,10,,30,92
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingViewerFrontPictureButton_Click(object, EventArgs) : void",75,2,,7,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingViewerIsometricPictureButton_Click(object, EventArgs) : void",75,2,,7,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingViewerOtherPictureButton_Click(object, EventArgs) : void",75,2,,7,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"pitScoutingViewerSidePictureButton_Click(object, EventArgs) : void",75,2,,7,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,PlotInitialImage() : void,70,4,,4,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,RecycleRush_IRI(),54,1,,7,12
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"RecycleRush_IRI_Load(object, EventArgs) : void",70,2,,4,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,ResetMatchBreakdownInterface() : void,48,1,,8,31
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,ResetPitScoutingEditorInterface() : void,55,1,,5,18
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,ResetPitScoutingViewerInterface() : void,56,1,,3,17
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,ResetScoutingInterface() : void,47,1,,6,34
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingAllianceColourBlueCheckBox_CheckedChanged(object, EventArgs) : void",73,2,,3,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingAllianceColourRedCheckBox_CheckedChanged(object, EventArgs) : void",73,2,,3,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingDriverRatingButton1_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingDriverRatingButton2_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingDriverRatingButton3_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingDriverRatingButton4_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingFieldPictureBox_MouseClick(object, MouseEventArgs) : void",73,2,,1,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingFieldPictureBox_Paint(object, PaintEventArgs) : void",77,2,,4,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingFieldTypeSelectorComboBox_SelectedIndexChanged(object, EventArgs) : void",100,1,,1,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingStacksSubmitButton_Click(object, EventArgs) : void",64,1,,8,8
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"scoutingSubmitButton_Click(object, EventArgs) : void",43,4,,26,26
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"teamInformationWebsiteLinkLabel_LinkClicked(object, LinkLabelLinkClickedEventArgs) : void",71,2,,6,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_IRI,"teamSelector_SelectedIndexChanged(object, EventArgs) : void",30,10,,33,85
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay, ,30,102,7,114,3946
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,Dispose(bool) : void,82,3,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"eventInformationToolStripMenuItem_Click(object, EventArgs) : void",89,1,,3,2
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"gameManualToolStripMenuItem_Click(object, EventArgs) : void",78,1,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,GetNumberOfPitEntriesForATeam(int) : int,57,3,,9,14
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,InitializeComponent() : void,0,1,,59,3381
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"matchBreakdownFieldTypeComboBox_SelectedIndexChanged(object, EventArgs) : void",68,4,,6,7
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"matchBreakdownMatchList_SelectedIndexChanged(object, EventArgs) : void",43,2,,10,31
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"matchScoutingDataToolStripMenuItem1_Click(object, EventArgs) : void",49,6,,17,17
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingDataToolStripMenuItem1_Click(object, EventArgs) : void",38,10,,19,53
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingEditorFrontPictureFileSelectorButton_Click(object, EventArgs) : void",68,2,,7,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingEditorOtherPictureFileSelectorButton_Click(object, EventArgs) : void",68,2,,7,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingEditorSideIsometricPictureFileSelectorButton_Click(object, EventArgs) : void",68,2,,7,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingEditorSidePictureFileSelectorButton_Click(object, EventArgs) : void",68,2,,7,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingEditorSubmitButton_Click(object, EventArgs) : void",29,10,,30,92
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingViewerFrontPictureButton_Click(object, EventArgs) : void",75,2,,7,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingViewerIsometricPictureButton_Click(object, EventArgs) : void",75,2,,7,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingViewerOtherPictureButton_Click(object, EventArgs) : void",75,2,,7,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"pitScoutingViewerSidePictureButton_Click(object, EventArgs) : void",75,2,,7,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,PlotInitialImage() : void,70,4,,4,6
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,RecycleRush_Northbay(),56,1,,7,12
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"RecycleRush_Northbay_Load(object, EventArgs) : void",65,2,,4,7
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,ResetMatchBreakdownInterface() : void,48,1,,8,31
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,ResetPitScoutingEditorInterface() : void,55,1,,5,18
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,ResetPitScoutingViewerInterface() : void,56,1,,3,17
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,ResetScoutingInterface() : void,47,1,,6,34
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingAllianceColourBlueCheckBox_CheckedChanged(object, EventArgs) : void",73,2,,3,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingAllianceColourRedCheckBox_CheckedChanged(object, EventArgs) : void",73,2,,3,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingDriverRatingButton1_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingDriverRatingButton2_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingDriverRatingButton3_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingDriverRatingButton4_CheckedChanged(object, EventArgs) : void",65,2,,3,9
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingFieldPictureBox_MouseClick(object, MouseEventArgs) : void",73,2,,1,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingFieldPictureBox_Paint(object, PaintEventArgs) : void",77,2,,4,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingFieldTypeSelectorComboBox_SelectedIndexChanged(object, EventArgs) : void",100,1,,1,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingStacksSubmitButton_Click(object, EventArgs) : void",64,1,,8,8
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"scoutingSubmitButton_Click(object, EventArgs) : void",43,4,,26,26
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"teamInformationWebsiteLinkLabel_LinkClicked(object, LinkLabelLinkClickedEventArgs) : void",71,2,,6,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay,"teamSelector_SelectedIndexChanged(object, EventArgs) : void",30,10,,33,85
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay_Information, ,43,23,7,32,245
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay_Information,Dispose(bool) : void,82,3,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay_Information,InitializeComponent() : void,25,1,,29,168
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay_Information,RecycleRush_Northbay_Information(),77,1,,2,4
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay_Information,"RecycleRush_Northbay_Information_Load(object, EventArgs) : void",72,1,,4,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay_Information,"timer_Tick(object, EventArgs) : void",69,2,,2,7
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Events._2015_RecycleRush,RecycleRush_Northbay_Information,UpdateSponsor() : void,39,15,,3,58
Namespace,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms, , ,74,77,8,69,559
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,ChangeLog, ,56,9,7,35,101
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,ChangeLog,ChangeLog(),79,1,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,ChangeLog,"ChangeLog_Load(object, EventArgs) : void",100,1,,1,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,ChangeLog,Dispose(bool) : void,82,3,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,ChangeLog,"exitToolStripMenuItem_Click(object, EventArgs) : void",100,1,,2,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,ChangeLog,InitializeComponent() : void,33,1,,27,89
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,ChangeLog,LoadAndDisplayCommits() : void,78,1,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,ChangeLog,"updateToolStripMenuItem_Click(object, EventArgs) : void",100,1,,1,1
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup, ,45,10,7,51,206
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup,Dispose(bool) : void,82,3,,3,3
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup,EventInformationLookup(),91,1,,1,2
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup,"exitToolStripMenuItem_Click(object, EventArgs) : void",100,1,,2,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup,"findEventButton_Click(object, EventArgs) : void",53,3,,17,18
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup,InitializeComponent() : void,24,1,,34,181
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup,"websiteDisplay_LinkClicked(object, LinkClickedEventArgs) : void",92,1,,2,1
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Alliances, ,94,5,1,0,5
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Alliances,Alliances(),100,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Alliances,declines.get() : object[],98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Alliances,declines.set(object[]) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Alliances,picks.get() : string[],98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Alliances,picks.set(string[]) : void,95,1,,0,1
Type,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event, ,92,37,1,2,37
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,alliances.get() : EventInformationLookup.Alliances[],98,1,,1,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,alliances.set(EventInformationLookup.Alliances[]) : void,95,1,,1,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,end_date.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,end_date.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,Event(),100,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_code.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_code.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_district.get() : int,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_district.set(int) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_district_string.get() : object,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_district_string.set(object) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_type.get() : int,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_type.set(int) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_type_string.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,event_type_string.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,facebook_eid.get() : object,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,facebook_eid.set(object) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,key.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,key.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,location.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,location.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,name.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,name.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,official.get() : bool,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,official.set(bool) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,short_name.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,short_name.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,start_date.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,start_date.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,venue_address.get() : string,98,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,venue_address.set(string) : void,95,1,,0,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,webcast.get() : EventInformationLookup.Webcast[],98,1,,1,1
Member,FRC_Scouting_V2.Desktop (Debug),FRC_Scouting_V2.Information_Forms,EventInformationLookup.Event,webcast.set(EventInformationLookup.Webcast[]) : void,95,1,,1,1
