Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Code
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Webcast, ,94,7,1,0,7
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Webcast,type.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Webcast,channel.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Webcast,file.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Webcast,type.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Webcast,channel.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Webcast,file.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Webcast,Webcast(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Recipient_List, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Recipient_List,team_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Recipient_List,awardee.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Recipient_List,team_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Recipient_List,awardee.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Recipient_List,Recipient_List(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue1, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue1,score.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue1,teams.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue1,score.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue1,teams.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Blue1,Blue1(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Alliances, ,94,5,1,2,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Alliances,blue.set(MatchInformation_2015.Blue1) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Alliances,red.set(MatchInformation_2015.Red1) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Alliances,blue.get() : MatchInformation_2015.Blue1,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Alliances,red.get() : MatchInformation_2015.Red1,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Alliances,Alliances(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Score_Breakdown, ,94,5,1,2,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Score_Breakdown,blue.set(EventMatches.Blue) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Score_Breakdown,red.set(EventMatches.Red) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Score_Breakdown,blue.get() : EventMatches.Blue,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Score_Breakdown,red.get() : EventMatches.Red,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Score_Breakdown,Score_Breakdown(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Recipient_List, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Recipient_List,team_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Recipient_List,awardee.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Recipient_List,team_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Recipient_List,awardee.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Recipient_List,Recipient_List(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Alliance, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Alliance,declines.set(object[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Alliance,picks.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Alliance,declines.get() : object[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Alliance,picks.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents.Alliance,Alliance(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Alliance, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Alliance,declines.set(object[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Alliance,picks.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Alliance,declines.get() : object[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Alliance,picks.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Alliance,Alliance(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Webcast, ,94,7,1,0,7
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Webcast,type.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Webcast,channel.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Webcast,file.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Webcast,type.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Webcast,channel.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Webcast,file.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Webcast,Webcast(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Alliance, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Alliance,declines.set(object[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Alliance,picks.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Alliance,declines.get() : object[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Alliance,picks.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events.Alliance,Alliance(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Webcast, ,94,7,1,0,7
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Webcast,type.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Webcast,channel.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Webcast,file.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Webcast,type.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Webcast,channel.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Webcast,file.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Webcast,Webcast(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Recipient_List, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Recipient_List,team_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Recipient_List,awardee.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Recipient_List,team_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Recipient_List,awardee.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Recipient_List,Recipient_List(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Webcast, ,94,7,1,0,7
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Webcast,type.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Webcast,channel.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Webcast,file.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Webcast,type.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Webcast,channel.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Webcast,file.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents.Webcast,Webcast(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Alliance, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Alliance,declines.set(object[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Alliance,picks.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Alliance,declines.get() : object[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Alliance,picks.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event.Alliance,Alliance(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red1, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red1,score.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red1,teams.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red1,score.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red1,teams.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red1,Red1(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red,auto.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red,foul.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red,auto.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red,foul.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Red,Red(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue1, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue1,score.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue1,teams.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue1,score.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue1,teams.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue1,Blue1(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue,auto.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue,foul.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue,auto.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue,foul.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Blue,Blue(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Alliances, ,94,5,1,2,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Alliances,blue.set(EventMatches.Blue1) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Alliances,red.set(EventMatches.Red1) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Alliances,blue.get() : EventMatches.Blue1,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Alliances,red.get() : EventMatches.Red1,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Alliances,Alliances(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.Details, ,95,3,1,0,3
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.Details,image_partial.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.Details,image_partial.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.Details,Details(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards,TeamHistoryAwards(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia,TeamMedia(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryEvents,TeamHistoryEvents(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Event,Event(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches,TeamEventMatches(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards,TeamEventAwards(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015,MatchInformation_2015(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams,EventTeams(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventStats, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventStats,EventStats(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,Events,Events(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings,EventRankings(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches,EventMatches(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventDistrictPoints, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventDistrictPoints,EventDistrictPoints(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards,EventAwards(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEvents,TeamEvents(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamYearsParticipated, ,100,1,1,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamYearsParticipated,TeamYearsParticipated(),100,1,,0,1
Project,FRC_Events_API (Debug), , , ,100,0,0,0,0
